Notes,Residence County,Residence County Code,MMWR Week,MMWR Week Code,Deaths,Population,Crude Rate
,"Anchorage Borough, AK",2020,"2021 Week 15 ending April 17, 2021 (provisional)",2021/15,38,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 16 ending April 24, 2021 (provisional)",2021/16,33,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 17 ending May 01, 2021 (provisional)",2021/17,52,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 18 ending May 08, 2021 (provisional)",2021/18,31,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 19 ending May 15, 2021 (provisional)",2021/19,31,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 20 ending May 22, 2021 (provisional)",2021/20,33,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 21 ending May 29, 2021 (provisional)",2021/21,42,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 22 ending June 05, 2021 (provisional)",2021/22,31,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 23 ending June 12, 2021 (provisional)",2021/23,36,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 24 ending June 19, 2021 (provisional)",2021/24,42,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 25 ending June 26, 2021 (provisional)",2021/25,40,Not Applicable,Not Applicable
,"Anchorage Borough, AK",2020,"2021 Week 26 ending July 03, 2021 (provisional)",2021/26,37,Not Applicable,Not Applicable
