Notes,Residence County,Residence County Code,MMWR Week,MMWR Week Code,Deaths,Population,Crude Rate
,"Adams County, IL",17001,"2020 Week 43 ending October 24, 2020",2020/43,25,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 44 ending October 31, 2020",2020/44,21,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 45 ending November 07, 2020",2020/45,12,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 46 ending November 14, 2020",2020/46,24,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 47 ending November 21, 2020",2020/47,19,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 48 ending November 28, 2020",2020/48,23,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 49 ending December 05, 2020",2020/49,19,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 50 ending December 12, 2020",2020/50,28,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 51 ending December 19, 2020",2020/51,24,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 52 ending December 26, 2020",2020/52,18,Not Applicable,Not Applicable
,"Adams County, IL",17001,"2020 Week 53 ending January 02, 2021",2020/53,29,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 01 ending January 04, 2020",2020/01,12,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 02 ending January 11, 2020",2020/02,12,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 03 ending January 18, 2020",2020/03,12,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 05 ending February 01, 2020",2020/05,10,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 08 ending February 22, 2020",2020/08,17,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 11 ending March 14, 2020",2020/11,10,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 16 ending April 18, 2020",2020/16,10,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 17 ending April 25, 2020",2020/17,15,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 19 ending May 09, 2020",2020/19,11,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 20 ending May 16, 2020",2020/20,13,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 23 ending June 06, 2020",2020/23,11,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 24 ending June 13, 2020",2020/24,10,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 33 ending August 15, 2020",2020/33,11,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 43 ending October 24, 2020",2020/43,14,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 44 ending October 31, 2020",2020/44,12,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 46 ending November 14, 2020",2020/46,11,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 47 ending November 21, 2020",2020/47,14,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 49 ending December 05, 2020",2020/49,12,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 50 ending December 12, 2020",2020/50,21,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 51 ending December 19, 2020",2020/51,10,Not Applicable,Not Applicable
,"Boone County, IL",17007,"2020 Week 52 ending December 26, 2020",2020/52,14,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 01 ending January 04, 2020",2020/01,10,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 03 ending January 18, 2020",2020/03,11,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 18 ending May 02, 2020",2020/18,11,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 26 ending June 27, 2020",2020/26,10,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 30 ending July 25, 2020",2020/30,12,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 31 ending August 01, 2020",2020/31,11,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 32 ending August 08, 2020",2020/32,12,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 34 ending August 22, 2020",2020/34,20,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 35 ending August 29, 2020",2020/35,11,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 36 ending September 05, 2020",2020/36,12,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 38 ending September 19, 2020",2020/38,14,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 44 ending October 31, 2020",2020/44,12,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 45 ending November 07, 2020",2020/45,12,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 46 ending November 14, 2020",2020/46,19,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 47 ending November 21, 2020",2020/47,16,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 48 ending November 28, 2020",2020/48,16,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 49 ending December 05, 2020",2020/49,17,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 50 ending December 12, 2020",2020/50,16,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 52 ending December 26, 2020",2020/52,10,Not Applicable,Not Applicable
,"Bureau County, IL",17011,"2020 Week 53 ending January 02, 2021",2020/53,12,Not Applicable,Not Applicable
,"Carroll County, IL",17015,"2020 Week 37 ending September 12, 2020",2020/37,10,Not Applicable,Not Applicable
,"Carroll County, IL",17015,"2020 Week 43 ending October 24, 2020",2020/43,10,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 01 ending January 04, 2020",2020/01,39,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 02 ending January 11, 2020",2020/02,27,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 03 ending January 18, 2020",2020/03,27,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 04 ending January 25, 2020",2020/04,22,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 05 ending February 01, 2020",2020/05,32,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 06 ending February 08, 2020",2020/06,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 07 ending February 15, 2020",2020/07,32,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 08 ending February 22, 2020",2020/08,29,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 09 ending February 29, 2020",2020/09,23,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 10 ending March 07, 2020",2020/10,27,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 11 ending March 14, 2020",2020/11,22,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 12 ending March 21, 2020",2020/12,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 13 ending March 28, 2020",2020/13,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 14 ending April 04, 2020",2020/14,26,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 15 ending April 11, 2020",2020/15,35,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 16 ending April 18, 2020",2020/16,34,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 17 ending April 25, 2020",2020/17,34,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 18 ending May 02, 2020",2020/18,11,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 19 ending May 09, 2020",2020/19,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 20 ending May 16, 2020",2020/20,24,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 21 ending May 23, 2020",2020/21,21,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 22 ending May 30, 2020",2020/22,23,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 23 ending June 06, 2020",2020/23,22,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 24 ending June 13, 2020",2020/24,31,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 25 ending June 20, 2020",2020/25,31,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 26 ending June 27, 2020",2020/26,26,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 27 ending July 04, 2020",2020/27,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 28 ending July 11, 2020",2020/28,33,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 29 ending July 18, 2020",2020/29,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 30 ending July 25, 2020",2020/30,28,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 31 ending August 01, 2020",2020/31,25,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 32 ending August 08, 2020",2020/32,33,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 33 ending August 15, 2020",2020/33,33,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 34 ending August 22, 2020",2020/34,27,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 35 ending August 29, 2020",2020/35,25,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 36 ending September 05, 2020",2020/36,21,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 37 ending September 12, 2020",2020/37,23,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 38 ending September 19, 2020",2020/38,26,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 39 ending September 26, 2020",2020/39,25,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 40 ending October 03, 2020",2020/40,38,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 41 ending October 10, 2020",2020/41,33,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 42 ending October 17, 2020",2020/42,20,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 43 ending October 24, 2020",2020/43,30,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 44 ending October 31, 2020",2020/44,33,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 45 ending November 07, 2020",2020/45,44,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 46 ending November 14, 2020",2020/46,36,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 47 ending November 21, 2020",2020/47,48,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 48 ending November 28, 2020",2020/48,38,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 49 ending December 05, 2020",2020/49,32,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 50 ending December 12, 2020",2020/50,32,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 51 ending December 19, 2020",2020/51,23,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 52 ending December 26, 2020",2020/52,30,Not Applicable,Not Applicable
,"Champaign County, IL",17019,"2020 Week 53 ending January 02, 2021",2020/53,48,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 05 ending February 01, 2020",2020/05,11,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 07 ending February 15, 2020",2020/07,10,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 08 ending February 22, 2020",2020/08,14,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 10 ending March 07, 2020",2020/10,13,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 11 ending March 14, 2020",2020/11,14,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 12 ending March 21, 2020",2020/12,11,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 18 ending May 02, 2020",2020/18,10,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 23 ending June 06, 2020",2020/23,10,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 31 ending August 01, 2020",2020/31,11,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 32 ending August 08, 2020",2020/32,11,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 36 ending September 05, 2020",2020/36,10,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 40 ending October 03, 2020",2020/40,24,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 43 ending October 24, 2020",2020/43,11,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 46 ending November 14, 2020",2020/46,13,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 47 ending November 21, 2020",2020/47,18,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 49 ending December 05, 2020",2020/49,16,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 50 ending December 12, 2020",2020/50,13,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 51 ending December 19, 2020",2020/51,17,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 52 ending December 26, 2020",2020/52,18,Not Applicable,Not Applicable
,"Christian County, IL",17021,"2020 Week 53 ending January 02, 2021",2020/53,11,Not Applicable,Not Applicable
,"Clay County, IL",17025,"2020 Week 42 ending October 17, 2020",2020/42,14,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 07 ending February 15, 2020",2020/07,11,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 08 ending February 22, 2020",2020/08,20,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 10 ending March 07, 2020",2020/10,10,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 15 ending April 11, 2020",2020/15,12,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 16 ending April 18, 2020",2020/16,10,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 20 ending May 16, 2020",2020/20,10,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 21 ending May 23, 2020",2020/21,10,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 25 ending June 20, 2020",2020/25,11,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 30 ending July 25, 2020",2020/30,11,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 44 ending October 31, 2020",2020/44,11,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 45 ending November 07, 2020",2020/45,13,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 46 ending November 14, 2020",2020/46,13,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 47 ending November 21, 2020",2020/47,14,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 50 ending December 12, 2020",2020/50,10,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 51 ending December 19, 2020",2020/51,14,Not Applicable,Not Applicable
,"Clinton County, IL",17027,"2020 Week 53 ending January 02, 2021",2020/53,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 01 ending January 04, 2020",2020/01,10,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 02 ending January 11, 2020",2020/02,15,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 03 ending January 18, 2020",2020/03,14,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 05 ending February 01, 2020",2020/05,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 07 ending February 15, 2020",2020/07,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 08 ending February 22, 2020",2020/08,16,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 09 ending February 29, 2020",2020/09,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 10 ending March 07, 2020",2020/10,16,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 11 ending March 14, 2020",2020/11,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 12 ending March 21, 2020",2020/12,21,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 14 ending April 04, 2020",2020/14,16,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 19 ending May 09, 2020",2020/19,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 20 ending May 16, 2020",2020/20,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 21 ending May 23, 2020",2020/21,10,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 22 ending May 30, 2020",2020/22,19,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 23 ending June 06, 2020",2020/23,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 24 ending June 13, 2020",2020/24,10,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 25 ending June 20, 2020",2020/25,16,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 26 ending June 27, 2020",2020/26,15,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 27 ending July 04, 2020",2020/27,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 28 ending July 11, 2020",2020/28,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 31 ending August 01, 2020",2020/31,14,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 32 ending August 08, 2020",2020/32,20,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 33 ending August 15, 2020",2020/33,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 34 ending August 22, 2020",2020/34,19,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 36 ending September 05, 2020",2020/36,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 37 ending September 12, 2020",2020/37,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 38 ending September 19, 2020",2020/38,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 42 ending October 17, 2020",2020/42,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 44 ending October 31, 2020",2020/44,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 45 ending November 07, 2020",2020/45,12,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 46 ending November 14, 2020",2020/46,13,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 47 ending November 21, 2020",2020/47,11,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 48 ending November 28, 2020",2020/48,15,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 51 ending December 19, 2020",2020/51,10,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 52 ending December 26, 2020",2020/52,14,Not Applicable,Not Applicable
,"Coles County, IL",17029,"2020 Week 53 ending January 02, 2021",2020/53,20,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 01 ending January 04, 2020",2020/01,895,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 02 ending January 11, 2020",2020/02,877,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 03 ending January 18, 2020",2020/03,840,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 04 ending January 25, 2020",2020/04,891,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 05 ending February 01, 2020",2020/05,799,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 06 ending February 08, 2020",2020/06,876,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 07 ending February 15, 2020",2020/07,873,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 08 ending February 22, 2020",2020/08,844,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 09 ending February 29, 2020",2020/09,878,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 10 ending March 07, 2020",2020/10,878,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 11 ending March 14, 2020",2020/11,858,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 12 ending March 21, 2020",2020/12,911,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 13 ending March 28, 2020",2020/13,915,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 14 ending April 04, 2020",2020/14,1187,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 15 ending April 11, 2020",2020/15,1353,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 16 ending April 18, 2020",2020/16,1414,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 17 ending April 25, 2020",2020/17,1451,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 18 ending May 02, 2020",2020/18,1415,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 19 ending May 09, 2020",2020/19,1394,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 20 ending May 16, 2020",2020/20,1372,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 21 ending May 23, 2020",2020/21,1207,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 22 ending May 30, 2020",2020/22,1150,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 23 ending June 06, 2020",2020/23,1127,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 24 ending June 13, 2020",2020/24,961,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 25 ending June 20, 2020",2020/25,940,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 26 ending June 27, 2020",2020/26,882,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 27 ending July 04, 2020",2020/27,870,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 28 ending July 11, 2020",2020/28,890,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 29 ending July 18, 2020",2020/29,809,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 30 ending July 25, 2020",2020/30,818,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 31 ending August 01, 2020",2020/31,777,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 32 ending August 08, 2020",2020/32,805,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 33 ending August 15, 2020",2020/33,839,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 34 ending August 22, 2020",2020/34,855,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 35 ending August 29, 2020",2020/35,814,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 36 ending September 05, 2020",2020/36,878,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 37 ending September 12, 2020",2020/37,794,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 38 ending September 19, 2020",2020/38,805,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 39 ending September 26, 2020",2020/39,869,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 40 ending October 03, 2020",2020/40,817,Not Applicable,Not Applicable
,"Cook County, IL",17031,"2020 Week 41 ending October 10, 2020",2020/41,896,Not Applicable,Not Applicable
